Elevation_ft_NAVD88,Elevation_ft_NGVD29,Area_acres_01,Capacity_acrefeet_01,Area_acres_int,Capacity_acrefeet_int,Area_percent_dif,Capacity_percent_dif
3701.66,3698.75,158341.02,24963736.36,158376.28,24967615.3,0.02,0.02
3701.67,3698.76,158347.9,24965321.35,158383.24,24969200.26,0.02,0.02
3701.68,3698.77,158354.85,24966906.41,158390.21,24970785.22,0.02,0.02
3701.69,3698.78,158361.61,24968491.54,158397.17,24972370.18,0.02,0.02
3701.7,3698.79,158368.53,24970076.74,158404.14,24973955.14,0.02,0.02
3701.71,3698.8,158375.37,24971662,158411.1,24975540.1,0.02,0.02
3701.72,3698.81,158382.18,24973247.34,158418.06,24977125.06,0.02,0.02
3701.73,3698.82,158389.98,24974832.74,158425.03,24978710.02,0.02,0.02
3701.74,3698.83,158396.82,24976418.23,158431.99,24980294.98,0.02,0.02
3701.75,3698.84,158403.62,24978003.78,158438.96,24981879.94,0.02,0.02
3701.76,3698.85,158412.05,24979589.4,158445.92,24983464.9,0.02,0.02
3701.77,3698.86,158418.9,24981175.1,158452.85,24985049.79,0.02,0.02
3701.78,3698.87,158425.76,24982760.87,158460.02,24986635.11,0.02,0.02
3701.79,3698.88,158432.57,24984346.71,158467.2,24988220.42,0.02,0.02
3701.8,3698.89,158439.45,24985932.62,158474.38,24989805.74,0.02,0.02
3701.81,3698.9,158446.34,24987518.59,158481.55,24991391.06,0.02,0.02
3701.82,3698.91,158453.18,24989104.64,158488.73,24992976.37,0.02,0.02
3701.83,3698.92,158460.08,24990690.75,158495.91,24994561.69,0.02,0.02
3701.84,3698.93,158466.89,24992276.93,158503.09,24996147.01,0.02,0.02
3701.85,3698.94,158473.73,24993863.18,158510.26,24997732.32,0.02,0.02
3701.86,3698.95,158480.74,24995449.5,158517.44,24999317.64,0.02,0.02
3701.87,3698.96,158487.65,24997035.89,158524.62,25000902.95,0.02,0.02
3701.88,3698.97,158494.22,24998583.66,158531.8,25002488.27,0.02,0.02
3701.89,3698.98,158501.03,25000170.18,158538.97,25004073.59,0.02,0.02
3701.9,3698.99,158507.88,25001756.78,158546.15,25005658.9,0.02,0.02
3701.91,3699,158514.69,25003343.44,158553.33,25007244.22,0.02,0.02
3701.92,3699.01,158521.49,25004930.17,158560.5,25008829.54,0.02,0.02
3701.93,3699.02,158530.39,25006516.98,158567.68,25010414.85,0.02,0.02
3701.94,3699.03,158537.23,25008103.87,158574.86,25012000.17,0.02,0.02
3701.95,3699.04,158544.16,25009690.82,158582.04,25013585.48,0.02,0.02
3701.96,3699.05,158550.97,25011277.85,158589.21,25015170.8,0.02,0.02
3701.97,3699.06,158557.82,25012864.94,158596.39,25016756.12,0.02,0.02
3701.98,3699.07,158564.73,25014452.11,158603.57,25018341.43,0.02,0.02
3701.99,3699.08,158571.55,25016039.34,158610.74,25019926.75,0.02,0.02
3702,3699.09,158578.47,25017626.64,158617.92,25021512.07,0.02,0.02
3702.01,3699.1,158585.26,25019214,158625.1,25023097.38,0.03,0.02
3702.02,3699.11,158592.08,25020801.44,158632.28,25024682.7,0.03,0.02
3702.03,3699.12,158598.9,25022388.95,158639.45,25026268.01,0.03,0.02
3702.04,3699.13,158605.73,25023976.52,158646.63,25027853.33,0.03,0.02
3702.05,3699.14,158616.55,25025564.18,158653.81,25029438.65,0.02,0.02
3702.06,3699.15,158633.76,25027151.99,158660.98,25031023.96,0.02,0.02
3702.07,3699.16,158640.56,25028739.91,158668.16,25032609.28,0.02,0.02
3702.08,3699.17,158647.43,25030327.9,158675.34,25034194.6,0.02,0.02
3702.09,3699.18,158654.25,25031915.96,158682.52,25035779.91,0.02,0.02
3702.1,3699.19,158661.05,25033504.08,158689.69,25037365.26,0.02,0.02
3702.11,3699.2,158667.97,25035092.28,158696.75,25038952.98,0.02,0.02
3702.12,3699.21,158674.82,25036680.54,158703.81,25040540.69,0.02,0.02
3702.13,3699.22,158681.39,25038230.14,158710.87,25042128.4,0.02,0.02
3702.14,3699.23,158688.23,25039818.54,158717.92,25043716.11,0.02,0.02
3702.15,3699.24,158695.09,25041407,158724.98,25045303.82,0.02,0.02
3702.16,3699.25,158701.87,25042995.54,158732.04,25046891.53,0.02,0.02
3702.17,3699.26,158708.64,25044584.15,158739.1,25048479.25,0.02,0.02
3702.18,3699.27,158715.44,25046172.82,158746.16,25050066.96,0.02,0.02
3702.19,3699.28,158722.3,25047761.56,158753.22,25051654.67,0.02,0.02
3702.2,3699.29,158729.13,25049350.37,158760.27,25053242.38,0.02,0.02
3702.21,3699.3,158735.95,25050939.24,158767.33,25054830.09,0.02,0.02
3702.22,3699.31,158742.7,25052528.19,158774.39,25056417.81,0.02,0.02
3702.23,3699.32,158749.51,25054117.2,158781.45,25058005.52,0.02,0.02
3702.24,3699.33,158756.29,25055706.28,158788.51,25059593.23,0.02,0.02
3702.25,3699.34,158763.04,25057295.43,158795.56,25061180.94,0.02,0.02
3702.26,3699.35,158769.85,25058884.65,158802.62,25062768.65,0.02,0.02
3702.27,3699.36,158776.64,25060473.93,158809.68,25064356.37,0.02,0.02
3702.28,3699.37,158783.42,25062063.29,158816.74,25065944.08,0.02,0.02
3702.29,3699.38,158790.21,25063652.71,158823.8,25067531.79,0.02,0.02
3702.3,3699.39,158796.97,25065242.19,158830.85,25069119.5,0.02,0.02
3702.31,3699.4,158803.76,25066831.75,158837.91,25070707.21,0.02,0.02
3702.32,3699.41,158810.57,25068421.37,158844.97,25072294.93,0.02,0.02
3702.33,3699.42,158817.37,25070011.07,158852.03,25073882.64,0.02,0.02
3702.34,3699.43,158824.07,25071600.83,158859.09,25075470.35,0.02,0.02
3702.35,3699.44,158831.31,25073190.66,158866.15,25077058.06,0.02,0.02
3702.36,3699.45,158838.17,25074780.56,158873.2,25078645.77,0.02,0.02
3702.37,3699.46,158844.93,25076370.53,158880.26,25080233.49,0.02,0.02
3702.38,3699.47,158851.75,25077921.78,158887.32,25081821.2,0.02,0.02
3702.39,3699.48,158859.01,25079511.89,158894.38,25083408.91,0.02,0.02
3702.4,3699.49,158865.74,25081102.06,158901.44,25084996.62,0.02,0.02
3702.41,3699.5,158872.5,25082692.3,158908.49,25086584.33,0.02,0.02
3702.42,3699.51,158879.27,25084282.61,158915.55,25088172.04,0.02,0.02
3702.43,3699.52,158886.01,25085872.99,158922.55,25089760.22,0.02,0.02
3702.44,3699.53,158892.75,25087463.44,158929.31,25091350.16,0.02,0.02
3702.45,3699.54,158899.52,25089053.95,158936.07,25092940.09,0.02,0.02
3702.46,3699.55,158906.26,25090644.53,158942.83,25094530.03,0.02,0.02
3702.47,3699.56,158912.98,25092235.18,158949.6,25096119.97,0.02,0.02
3702.48,3699.57,158919.68,25093825.89,158956.36,25097709.91,0.02,0.02
3702.49,3699.58,158926.47,25095416.67,158963.12,25099299.85,0.02,0.02
3702.5,3699.59,158933.13,25097007.52,158969.88,25100889.79,0.02,0.02
3702.51,3699.6,158939.9,25098598.44,158976.64,25102479.73,0.02,0.02
3702.52,3699.61,158946.66,25100189.43,158983.4,25104069.67,0.02,0.02
3702.53,3699.62,158953.37,25101780.48,158990.17,25105659.61,0.02,0.02
3702.54,3699.63,158960.07,25103371.6,158996.93,25107249.55,0.02,0.02
3702.55,3699.64,158966.87,25104962.78,159003.69,25108839.49,0.02,0.02
3702.56,3699.65,158973.64,25106554.04,159010.45,25110429.43,0.02,0.02
3702.57,3699.66,158980.36,25108145.36,159017.21,25112019.37,0.02,0.02
3702.58,3699.67,158986.87,25109736.75,159023.97,25113609.31,0.02,0.02
3702.59,3699.68,158993.71,25111328.21,159030.73,25115199.25,0.02,0.02
3702.6,3699.69,159000.46,25112919.73,159037.5,25116789.19,0.02,0.02
3702.61,3699.7,159007.2,25114511.33,159044.26,25118379.13,0.02,0.02
3702.62,3699.71,159013.94,25116102.99,159051.02,25119969.07,0.02,0.02
3702.63,3699.72,159020.72,25117655.89,159057.78,25121559.01,0.02,0.02
3702.64,3699.73,159027.48,25119247.69,159064.54,25123148.95,0.02,0.02
3702.65,3699.74,159034.26,25120839.55,159071.3,25124738.89,0.02,0.02
3702.66,3699.75,159041.08,25122431.48,159078.07,25126328.83,0.02,0.02
3702.67,3699.76,159047.83,25124023.48,159084.83,25127918.77,0.02,0.02
3702.68,3699.77,159054.55,25125615.54,159091.59,25129508.71,0.02,0.02
3702.69,3699.78,159061.36,25127207.67,159098.35,25131098.65,0.02,0.02
3702.7,3699.79,159068.1,25128799.88,159105.11,25132688.59,0.02,0.02
3702.71,3699.8,159074.83,25130392.14,159111.87,25134278.53,0.02,0.02
3702.72,3699.81,159081.84,25131984.48,159118.63,25135868.47,0.02,0.02
3702.73,3699.82,159088.6,25133576.89,159125.4,25137458.41,0.02,0.02
3702.74,3699.83,159095.37,25135169.36,159132.16,25139048.35,0.02,0.02
3702.75,3699.84,159102.18,25136761.9,159138.92,25140638.28,0.02,0.02
3702.76,3699.85,159108.97,25138354.51,159145.69,25142229.11,0.02,0.02
3702.77,3699.86,159115.7,25139947.19,159152.49,25143821.27,0.02,0.02
3702.78,3699.87,159122.53,25141539.94,159159.28,25145413.43,0.02,0.02
3702.79,3699.88,159129.35,25143132.75,159166.07,25147005.59,0.02,0.02
3702.8,3699.89,159136.13,25144725.63,159172.87,25148597.76,0.02,0.02
3702.81,3699.9,159142.95,25146318.58,159179.66,25150189.92,0.02,0.02
3702.82,3699.91,159149.75,25147911.6,159186.46,25151782.08,0.02,0.02
3702.83,3699.92,159156.55,25149504.68,159193.25,25153374.24,0.02,0.02
3702.84,3699.93,159163.36,25151097.84,159200.04,25154966.41,0.02,0.02
3702.85,3699.94,159170.14,25152691.06,159206.84,25156558.57,0.02,0.02
3702.86,3699.95,159176.95,25154284.35,159213.63,25158150.73,0.02,0.02
3702.87,3699.96,159183.76,25155877.71,159220.42,25159742.89,0.02,0.02
3702.88,3699.97,159190.32,25157432.27,159227.22,25161335.06,0.02,0.02
3702.89,3699.98,159197.09,25159025.76,159234.01,25162927.22,0.02,0.02
3702.9,3699.99,159203.91,25160619.32,159240.8,25164519.38,0.02,0.02
3702.91,3700,159210.72,25162212.95,159247.6,25166111.54,0.02,0.02
3702.92,3700.01,159217.56,25163806.65,159254.39,25167703.7,0.02,0.02
3702.93,3700.02,159224.35,25165400.41,159261.18,25169295.87,0.02,0.02
3702.94,3700.03,159231.12,25166994.25,159267.98,25170888.03,0.02,0.02
3702.95,3700.04,159237.99,25168588.15,159274.77,25172480.19,0.02,0.02
3702.96,3700.05,159244.75,25170182.12,159281.57,25174072.35,0.02,0.02
3702.97,3700.06,159251.53,25171776.16,159288.36,25175664.52,0.02,0.02
3702.98,3700.07,159258.33,25173370.26,159295.15,25177256.68,0.02,0.02
3702.99,3700.08,159265.17,25174964.44,159301.95,25178848.84,0.02,0.02
3703,3700.09,159271.91,25176558.68,159308.74,25180441,0.02,0.02
3703.01,3700.1,159278.69,25178152.99,159315.53,25182033.16,0.02,0.02
3703.02,3700.11,159285.46,25179747.36,159322.33,25183625.33,0.02,0.02
3703.03,3700.12,159292.19,25181341.81,159329.12,25185217.49,0.02,0.02
3703.04,3700.13,159299.01,25182936.32,159335.91,25186809.65,0.02,0.02
3703.05,3700.14,159305.75,25184530.9,159342.71,25188401.81,0.02,0.02
3703.06,3700.15,159312.48,25186125.55,159349.5,25189993.98,0.02,0.02
3703.07,3700.16,159319.22,25187720.26,159356.29,25191586.14,0.02,0.02
3703.08,3700.17,159325.99,25189315.05,159363.13,25193176.59,0.02,0.02
3703.09,3700.18,159332.75,25190909.9,159369.82,25194772.91,0.02,0.02
3703.1,3700.19,159339.42,25192504.81,159376.51,25196369.24,0.02,0.02
3703.11,3700.2,159346.12,25194099.8,159383.2,25197965.56,0.02,0.02
3703.12,3700.21,159352.84,25195694.85,159389.89,25199561.88,0.02,0.02
3703.13,3700.22,159359.28,25197251.06,159396.58,25201158.2,0.02,0.02
3703.14,3700.23,159366.12,25198846.25,159403.26,25202754.52,0.02,0.02
3703.15,3700.24,159372.73,25200441.5,159409.95,25204350.84,0.02,0.02
3703.16,3700.25,159379.38,25202036.82,159416.64,25205947.17,0.02,0.02
3703.17,3700.26,159386.1,25203632.21,159423.33,25207543.49,0.02,0.02
3703.18,3700.27,159392.79,25205227.66,159430.02,25209139.81,0.02,0.02
3703.19,3700.28,159399.41,25206823.18,159436.71,25210736.13,0.02,0.02
3703.2,3700.29,159406.08,25208418.76,159443.4,25212332.45,0.02,0.02
3703.21,3700.3,159412.8,25210014.42,159450.08,25213928.77,0.02,0.02
3703.22,3700.31,159419.5,25211610.14,159456.77,25215525.1,0.02,0.02
3703.23,3700.32,159426.23,25213205.92,159463.46,25217121.42,0.02,0.02
3703.24,3700.33,159432.88,25214801.78,159470.15,25218717.74,0.02,0.02
3703.25,3700.34,159439.56,25216397.7,159476.84,25220314.06,0.02,0.02
3703.26,3700.35,159446.19,25217993.69,159483.53,25221910.38,0.02,0.02
3703.27,3700.36,159452.83,25219589.74,159490.22,25223506.7,0.02,0.02
3703.28,3700.37,159459.52,25221185.86,159496.91,25225103.03,0.02,0.02
3703.29,3700.38,159466.07,25222782.05,159503.59,25226699.35,0.02,0.02
3703.3,3700.39,159472.74,25224378.3,159510.28,25228295.67,0.02,0.02
3703.31,3700.4,159479.46,25225974.62,159516.97,25229891.99,0.02,0.02
3703.32,3700.41,159486.07,25227571.01,159523.66,25231488.31,0.02,0.02
3703.33,3700.42,159492.69,25229167.46,159530.35,25233084.63,0.02,0.02
3703.34,3700.43,159499.42,25230763.98,159537.04,25234680.96,0.02,0.02
3703.35,3700.44,159506.03,25232360.56,159543.73,25236277.28,0.02,0.02
3703.36,3700.45,159512.67,25233957.22,159550.42,25237873.6,0.02,0.02
3703.37,3700.46,159519.41,25235553.94,159557.1,25239469.92,0.02,0.02
3703.38,3700.47,159526.04,25237111.77,159563.79,25241066.24,0.02,0.02
3703.39,3700.48,159532.67,25238708.63,159570.48,25242662.57,0.02,0.02
3703.4,3700.49,159539.26,25240305.54,159577.17,25244258.89,0.02,0.02
3703.41,3700.5,159545.95,25241902.53,159583.85,25245855.16,0.02,0.02
3703.42,3700.51,159552.57,25243499.58,159590.58,25247451.72,0.02,0.02
3703.43,3700.52,159559.17,25245096.69,159597.32,25249048.28,0.02,0.02
3703.44,3700.53,159565.86,25246693.88,159604.05,25250644.84,0.02,0.02
3703.45,3700.54,159572.38,25248291.13,159610.78,25252241.4,0.02,0.02
3703.46,3700.55,159578.94,25249888.44,159617.51,25253837.96,0.02,0.02
3703.47,3700.56,159585.64,25251485.82,159624.25,25255434.52,0.02,0.02
3703.48,3700.57,159592.22,25253083.27,159630.98,25257031.08,0.02,0.02
3703.49,3700.58,159598.89,25254680.78,159637.71,25258627.64,0.02,0.02
3703.5,3700.59,159605.32,25256278.36,159644.45,25260224.2,0.02,0.02
3703.51,3700.6,159611.95,25257876.01,159651.18,25261820.77,0.02,0.02
3703.52,3700.61,159618.52,25259473.72,159657.91,25263417.33,0.02,0.02
3703.53,3700.62,159625.13,25261071.5,159664.65,25265013.89,0.02,0.02
3703.54,3700.63,159631.82,25262669.35,159671.38,25266610.45,0.02,0.02
3703.55,3700.64,159638.47,25264267.26,159678.11,25268207.01,0.02,0.02
3703.56,3700.65,159645.4,25265865.24,159684.84,25269803.57,0.02,0.02
3703.57,3700.66,159652.09,25267463.29,159691.58,25271400.13,0.02,0.02
3703.58,3700.67,159658.73,25269061.4,159698.31,25272996.69,0.02,0.02
3703.59,3700.68,159665.37,25270659.59,159705.04,25274593.25,0.02,0.02
3703.6,3700.69,159672.06,25272257.83,159711.78,25276189.81,0.02,0.02
3703.61,3700.7,159678.78,25273856.15,159718.51,25277786.37,0.02,0.02
3703.62,3700.71,159685.47,25275454.53,159725.24,25279382.94,0.02,0.02
3703.63,3700.72,159692.17,25277014,159731.98,25280979.5,0.02,0.02
3703.64,3700.73,159698.95,25278612.51,159738.71,25282576.06,0.02,0.02
3703.65,3700.74,159705.58,25280211.09,159745.44,25284172.62,0.02,0.02
3703.66,3700.75,159714.84,25281809.74,159752.17,25285769.18,0.02,0.02
3703.67,3700.76,159721.53,25283408.49,159758.91,25287365.74,0.02,0.02
3703.68,3700.77,159728.22,25285007.3,159765.64,25288962.3,0.02,0.02
3703.69,3700.78,159734.86,25286606.17,159772.37,25290558.86,0.02,0.02
3703.7,3700.79,159741.58,25288205.11,159779.11,25292155.42,0.02,0.02
3703.71,3700.8,159748.35,25289804.12,159785.84,25293751.98,0.02,0.02
3703.72,3700.81,159755.03,25291403.2,159792.57,25295348.54,0.02,0.02
3703.73,3700.82,159761.77,25293002.34,159799.31,25296945.11,0.02,0.02
3703.74,3700.83,159768.48,25294601.56,159806.02,25298541.6,0.02,0.02
3703.75,3700.84,159775.23,25296200.83,159813.41,25300140.5,0.02,0.02
3703.76,3700.85,159781.92,25297800.18,159820.8,25301739.4,0.02,0.02
3703.77,3700.86,159788.64,25299399.59,159828.19,25303338.3,0.02,0.02
3703.78,3700.87,159795.36,25300999.07,159835.57,25304937.19,0.03,0.02
3703.79,3700.88,159802.13,25302598.62,159842.96,25306536.09,0.03,0.02
3703.8,3700.89,159808.92,25304198.24,159850.35,25308134.99,0.03,0.02
3703.81,3700.9,159815.7,25305797.92,159857.74,25309733.89,0.03,0.02
3703.82,3700.91,159822.47,25307397.67,159865.13,25311332.79,0.03,0.02
3703.83,3700.92,159847.57,25308997.56,159872.52,25312931.69,0.02,0.02
3703.84,3700.93,159854.26,25310597.63,159879.91,25314530.58,0.02,0.02
3703.85,3700.94,159860.99,25312197.77,159887.3,25316129.48,0.02,0.02
3703.86,3700.95,159867.78,25313797.98,159894.68,25317728.38,0.02,0.02
3703.87,3700.96,159874.6,25315398.25,159902.07,25319327.28,0.02,0.02
3703.88,3700.97,159881.09,25316959.56,159909.46,25320926.18,0.02,0.02
3703.89,3700.98,159887.99,25318559.97,159916.85,25322525.07,0.02,0.02
3703.9,3700.99,159894.9,25320160.44,159924.24,25324123.97,0.02,0.02
3703.91,3701,159901.7,25321760.99,159931.63,25325722.87,0.02,0.02
3703.92,3701.01,159908.52,25323361.6,159939.02,25327321.77,0.02,0.02
3703.93,3701.02,159915.34,25324962.28,159946.4,25328920.67,0.02,0.02
3703.94,3701.03,159922.16,25326563.03,159953.79,25330519.57,0.02,0.02
3703.95,3701.04,159928.92,25328163.85,159961.18,25332118.46,0.02,0.02
3703.96,3701.05,159935.74,25329764.74,159968.57,25333717.36,0.02,0.02
3703.97,3701.06,159944.12,25331365.69,159975.96,25335316.26,0.02,0.02
3703.98,3701.07,159950.96,25332966.73,159983.35,25336915.16,0.02,0.02
3703.99,3701.08,159957.78,25334567.84,159990.74,25338514.06,0.02,0.02
3704,3701.09,159964.68,25336169.01,159998.12,25340112.95,0.02,0.02
3704.01,3701.1,159971.51,25337770.26,160005.51,25341711.85,0.02,0.02
3704.02,3701.11,159978.43,25339371.57,160012.9,25343310.75,0.02,0.02
3704.03,3701.12,159985.32,25340972.95,160020.29,25344909.65,0.02,0.02
3704.04,3701.13,159992.14,25342574.4,160027.68,25346508.55,0.02,0.02
3704.05,3701.14,159998.98,25344175.92,160035.07,25348107.45,0.02,0.02
3704.06,3701.15,160005.86,25345777.51,160042.46,25349706.34,0.02,0.02
3704.07,3701.16,160012.71,25347379.16,160049.79,25351305.62,0.02,0.02
3704.08,3701.17,160019.61,25348980.89,160056.84,25352906.86,0.02,0.02
3704.09,3701.18,160026.51,25350582.68,160063.9,25354508.1,0.02,0.02
3704.1,3701.19,160033.38,25352184.55,160070.95,25356109.33,0.02,0.02
3704.11,3701.2,160040.25,25353786.48,160078.01,25357710.57,0.02,0.02
3704.12,3701.21,160047.07,25355388.48,160085.06,25359311.81,0.02,0.02
3704.13,3701.22,160053.71,25356951.47,160092.11,25360913.04,0.02,0.02
3704.14,3701.23,160060.65,25358553.61,160099.17,25362514.28,0.02,0.02
3704.15,3701.24,160067.53,25360155.81,160106.22,25364115.52,0.02,0.02
3704.16,3701.25,160074.5,25361758.09,160113.28,25365716.75,0.02,0.02
3704.17,3701.26,160081.39,25363360.43,160120.33,25367317.99,0.02,0.02
3704.18,3701.27,160088.23,25364962.84,160127.38,25368919.23,0.02,0.02
3704.19,3701.28,160095.19,25366565.33,160134.44,25370520.46,0.02,0.02
3704.2,3701.29,160102.09,25368167.88,160141.49,25372121.7,0.02,0.02
3704.21,3701.3,160109.03,25369770.5,160148.55,25373722.94,0.02,0.02
3704.22,3701.31,160115.96,25371373.19,160155.6,25375324.17,0.02,0.02
3704.23,3701.32,160122.91,25372975.95,160162.65,25376925.41,0.02,0.02
3704.24,3701.33,160129.75,25374578.78,160169.71,25378526.65,0.02,0.02
3704.25,3701.34,160136.67,25376181.67,160176.76,25380127.88,0.03,0.02
3704.26,3701.35,160143.58,25377784.64,160183.82,25381729.12,0.03,0.02
3704.27,3701.36,160150.48,25379387.68,160190.87,25383330.35,0.03,0.02
3704.28,3701.37,160157.42,25380990.78,160197.92,25384931.59,0.03,0.02
3704.29,3701.38,160164.38,25382593.96,160204.98,25386532.83,0.03,0.02
3704.3,3701.39,160171.35,25384197.2,160212.03,25388134.06,0.03,0.02
3704.31,3701.4,160183.35,25385800.52,160219.09,25389735.3,0.02,0.02
3704.32,3701.41,160190.28,25387403.96,160226.14,25391336.54,0.02,0.02
3704.33,3701.42,160197.19,25389007.46,160233.19,25392937.77,0.02,0.02
3704.34,3701.43,160204.19,25390611.03,160240.25,25394539.01,0.02,0.02
3704.35,3701.44,160211.11,25392214.67,160247.3,25396140.25,0.02,0.02
3704.36,3701.45,160218.15,25393818.39,160254.36,25397741.48,0.02,0.02
3704.37,3701.46,160225.08,25395422.17,160261.41,25399342.72,0.02,0.02
3704.38,3701.47,160231.99,25396986.9,160268.46,25400943.96,0.02,0.02
3704.39,3701.48,160238.91,25398590.82,160275.52,25402545.19,0.02,0.02
3704.4,3701.49,160245.8,25400194.81,160282.49,25404147.25,0.02,0.02
3704.41,3701.5,160252.77,25401798.86,160289.3,25405750.79,0.02,0.02
3704.42,3701.51,160259.43,25403402.99,160296.12,25407354.33,0.02,0.02
3704.43,3701.52,160266.28,25405007.19,160302.93,25408957.86,0.02,0.02
3704.44,3701.53,160273.15,25406611.45,160309.75,25410561.4,0.02,0.02
3704.45,3701.54,160280.06,25408215.79,160316.56,25412164.94,0.02,0.02
3704.46,3701.55,160286.86,25409820.19,160323.38,25413768.48,0.02,0.02
3704.47,3701.56,160293.7,25411424.66,160330.19,25415372.02,0.02,0.02
3704.48,3701.57,160300.52,25413029.2,160337.01,25416975.56,0.02,0.02
3704.49,3701.58,160307.33,25414633.8,160343.82,25418579.1,0.02,0.02
3704.5,3701.59,160314.15,25416238.48,160350.64,25420182.63,0.02,0.02
3704.51,3701.6,160320.96,25417843.22,160357.45,25421786.17,0.02,0.02
3704.52,3701.61,160327.74,25419448.03,160364.27,25423389.71,0.02,0.02
3704.53,3701.62,160334.55,25421052.91,160371.08,25424993.25,0.02,0.02
3704.54,3701.63,160341.33,25422657.86,160377.9,25426596.79,0.02,0.02
3704.55,3701.64,160348.17,25424262.87,160384.71,25428200.33,0.02,0.02
3704.56,3701.65,160354.97,25425867.96,160391.53,25429803.87,0.02,0.02
3704.57,3701.66,160361.71,25427473.11,160398.34,25431407.4,0.02,0.02
3704.58,3701.67,160368.52,25429078.33,160405.16,25433010.94,0.02,0.02
3704.59,3701.68,160375.25,25430683.61,160411.98,25434614.48,0.02,0.02
3704.6,3701.69,160381.94,25432288.97,160418.79,25436218.02,0.02,0.02
3704.61,3701.7,160388.67,25433894.39,160425.61,25437821.56,0.02,0.02
3704.62,3701.71,160395.41,25435499.88,160432.42,25439425.1,0.02,0.02
3704.63,3701.72,160402.11,25437066.27,160439.24,25441028.64,0.02,0.02
3704.64,3701.73,160408.87,25438671.9,160446.05,25442632.17,0.02,0.02
3704.65,3701.74,160415.58,25440277.58,160452.87,25444235.71,0.02,0.02
3704.66,3701.75,160422.57,25441883.34,160459.68,25445839.25,0.02,0.02
3704.67,3701.76,160429.25,25443489.17,160466.5,25447442.79,0.02,0.02
3704.68,3701.77,160436.04,25445095.06,160473.31,25449046.33,0.02,0.02
3704.69,3701.78,160442.74,25446701.02,160480.13,25450649.87,0.02,0.02
3704.7,3701.79,160449.46,25448307.05,160486.94,25452253.41,0.02,0.02
3704.71,3701.8,160456.13,25449913.14,160493.76,25453856.94,0.02,0.02
3704.72,3701.81,160462.84,25451519.31,160500.65,25455458.6,0.02,0.02
3704.73,3701.82,160469.5,25453125.53,160507.29,25457066.3,0.02,0.02
3704.74,3701.83,160476.15,25454731.83,160513.92,25458674,0.02,0.02
3704.75,3701.84,160482.87,25456338.19,160520.56,25460281.7,0.02,0.02
3704.76,3701.85,160489.49,25457944.62,160527.19,25461889.41,0.02,0.02
3704.77,3701.86,160496.22,25459551.12,160533.83,25463497.11,0.02,0.02
3704.78,3701.87,160502.91,25461157.68,160540.46,25465104.81,0.02,0.02
3704.79,3701.88,160509.51,25462764.31,160547.09,25466712.51,0.02,0.02
3704.8,3701.89,160516.14,25464371,160553.73,25468320.21,0.02,0.02
3704.81,3701.9,160522.73,25465977.77,160560.36,25469927.92,0.02,0.02
3704.82,3701.91,160529.4,25467584.59,160567,25471535.62,0.02,0.02
3704.83,3701.92,160536.04,25469191.49,160573.63,25473143.32,0.02,0.02
3704.84,3701.93,160542.67,25470798.45,160580.26,25474751.02,0.02,0.02
3704.85,3701.94,160549.36,25472405.48,160586.9,25476358.72,0.02,0.02
3704.86,3701.95,160555.97,25474012.57,160593.53,25477966.43,0.02,0.02
3704.87,3701.96,160562.57,25475619.73,160600.17,25479574.13,0.02,0.02
3704.88,3701.97,160568.84,25477187.76,160606.8,25481181.83,0.02,0.02
3704.89,3701.98,160575.36,25478795.05,160613.44,25482789.53,0.02,0.02
3704.9,3701.99,160581.95,25480402.4,160620.07,25484397.23,0.02,0.02
3704.91,3702,160588.58,25482009.82,160626.7,25486004.94,0.02,0.02
3704.92,3702.01,160595.13,25483617.31,160633.34,25487612.64,0.02,0.02
3704.93,3702.02,160601.67,25485224.86,160639.97,25489220.34,0.02,0.02
3704.94,3702.03,160608.34,25486832.48,160646.61,25490828.04,0.02,0.02
3704.95,3702.04,160615,25488440.17,160653.24,25492435.75,0.02,0.02
3704.96,3702.05,160621.6,25490047.92,160659.88,25494043.45,0.02,0.02
3704.97,3702.06,160628.21,25491655.74,160666.51,25495651.15,0.02,0.02
3704.98,3702.07,160634.82,25493263.62,160673.14,25497258.85,0.02,0.02
3704.99,3702.08,160641.36,25494871.58,160679.78,25498866.55,0.02,0.02
3705,3702.09,160648,25496479.59,160686.41,25500474.26,0.02,0.02
3705.01,3702.1,160654.66,25498087.67,160693.05,25502081.96,0.02,0.02
3705.02,3702.11,160661.25,25499695.82,160699.68,25503689.66,0.02,0.02
3705.03,3702.12,160667.83,25501304.04,160706.31,25505297.36,0.02,0.02
3705.04,3702.13,160674.37,25502912.32,160712.95,25506905.06,0.02,0.02
3705.05,3702.14,160681.02,25504520.67,160719.57,25508512.71,0.02,0.02
3705.06,3702.15,160687.57,25506129.08,160726.26,25510120.63,0.02,0.02
3705.07,3702.16,160694.2,25507737.56,160732.96,25511728.55,0.02,0.02
3705.08,3702.17,160700.83,25509346.1,160739.66,25513336.47,0.02,0.02
3705.09,3702.18,160707.39,25510954.71,160746.36,25514944.39,0.02,0.02
3705.1,3702.19,160713.99,25512563.39,160753.06,25516552.31,0.02,0.02
3705.11,3702.2,160720.62,25514172.13,160759.76,25518160.23,0.02,0.02
3705.12,3702.21,160727.26,25515780.94,160766.45,25519768.15,0.02,0.02
3705.13,3702.22,160733.66,25517350.58,160773.15,25521376.07,0.02,0.02
